row_num,ticker,name,exchange,stock_sector,country,country_code,isin,aliases,gics_sector_code,gics_sector_name,gics_industry_code,gics_industry_name,gics_subindustry_code,gics_subindustry_name
43870,THT,Vinacomin HaTu Coal JSC,HNX,Energy,Vietnam,VN,VN000000THT9,vinacomin hatu coal jsc,10,Energy,101020,"Oil, Gas & Consumable Fuels",10102050,Coal & Consumable Fuels
43871,THULE,Thule Group AB,STO,Consumer Discretionary,Sweden,SE,SE0006422390,,25,Consumer Discretionary,252020,Leisure Products,25202010,Leisure Products
43872,THUPY,Thule Group AB (publ),OTC,Consumer Discretionary,Sweden,SE,US88604M1062,,25,Consumer Discretionary,252020,Leisure Products,25202010,Leisure Products
43873,THURAYA,Dar Al Thuraya Real Estate,BK,Real Estate,Kuwait,KW,KW0EQ0402689,dar al thuraya real estate,60,Real Estate,602010,Real Estate Management & Development,60201030,Real Estate Development
43874,THURF,Thunderstruck Resources Ltd,OTC,Materials,Canada,CA,CA88606V2030,,15,Materials,151040,Metals & Mining,15104020,Diversified Metals & Mining
43875,THVB,Thomasville Bancshares Inc,OTC,Financials,United States,US,US8846081003,thomasville bancshares,40,Financials,401010,Banks,40101015,Regional Banks
43876,THX,Thor Explorations Ltd.,LSE,Materials,Canada,CA,CA8851491040,thor explorations,15,Materials,151040,Metals & Mining,15104030,Gold
43877,THYAO,TÜRK HAVA YOLLARI A.O.,BIST,Industrials,Turkey,TR,TRATHYAO91M5,,20,Industrials,203020,Passenger Airlines,20302010,Passenger Airlines
43878,THYROCARE,Thyrocare Technologies Limited,NSE_IN,Health Care,India,IN,INE594H01019,thyrocare technologies|thyrocare,35,Health Care,351020,Health Care Providers & Services,35102015,Health Care Services
43879,TI,Titan Mining Corporation,TSX,Materials,Canada,CA,CA88831L1031,titan mining,15,Materials,151040,Metals & Mining,15104020,Diversified Metals & Mining
43880,TI1,Tombador Iron Ltd,ASX,Materials,Australia,AU,AU0000107211,tombador iron,10,Energy,101020,"Oil, Gas & Consumable Fuels",10102050,Coal & Consumable Fuels
43881,TIA,Tialis Essential IT PLC,LSE,Real Estate,United Kingdom,GB,GB00BN4M3M55,tialis essential it,45,Information Technology,451020,IT Services,45102030,Internet Services & Infrastructure
43882,TIAANC,Tiaan Consumer Ltd,BSE_IN,Health Care,India,IN,INE864T01011,tiaan consumer,30,Consumer Staples,303020,Personal Care Products,30302010,Personal Care Products
43883,TIAIY,Telecom Italia S.p.A,OTC,Communication Services,United States,US,,,50,Communication Services,501010,Diversified Telecommunication Services,50101020,Integrated Telecommunication Services
43884,TIBN,Bergbahnen Engelberg Truebsee Titlis Bet AG,SIX,Consumer Discretionary,Switzerland,CH,CH0527044959,bergbahnen engelberg truebsee titlis bet,25,Consumer Discretionary,253010,"Hotels, Restaurants & Leisure",25301030,Leisure Facilities
43885,TIC,"TIC Solutions, Inc.",NYSE,Industrials,United States,US,US00510N1028,tic solutions,20,Industrials,202020,Professional Services,20202020,Research & Consulting Services
43886,TICJ,Tritent International Corp,OTC,Industrials,Canada,CA,CA89678C2067,tritent international,30,Consumer Staples,302020,Food Products,30202030,Packaged Foods & Meats
43887,TICL,Thal Industries Corporation Ltd,PSX,Consumer Staples,Pakistan,PK,PK0002301015,thal industries,30,Consumer Staples,302020,Food Products,30202030,Packaged Foods & Meats
43888,TIDE,Crimson Tide plc,LSE,Energy,United Kingdom,GB,GB00BRJRV969,crimson tide,45,Information Technology,451030,Software,45103010,Application Software
43889,TIDE.P,Intertidal Capital Corp.,TSXV,Financials,Canada,CA,CA4611361037,intertidal capital,40,Financials,402030,Capital Markets,40203010,Asset Management & Custody Banks
43890,TIDLOR,Tidlor Holdings Public Company Limited,SET,Financials,Thailand,TH,THC997010002,tidlor holdings public,40,Financials,402020,Consumer Finance,40202010,Consumer Finance
43891,TIE,Coloured Ties Capital Inc.,TSXV,Financials,Canada,CA,CA19682H1073,coloured ties capital,40,Financials,402030,Capital Markets,40203010,Asset Management & Custody Banks
43892,TIERRA,Tierra Agrotech Ltd,BSE_IN,Consumer Staples,India,IN,INE05CY01014,tierra agrotech,30,Consumer Staples,302020,Food Products,30202010,Agricultural Products & Services
43893,TIETO,Tieto Oyj,HEL,Information Technology,Finland,FI,FI0009000277,tieto oyj,45,Information Technology,451020,IT Services,45102010,IT Consulting & Other Services
43894,TIFA,Tifa Finance Tbk,IDX,Financials,Indonesia,ID,ID1000120504,tifa finance tbk|tifa finance,40,Financials,402020,Consumer Finance,40202010,Consumer Finance
43895,TIG,Team Internet Group PLC,LSE,Information Technology,United Kingdom,GB,GB00BCCW4X83,team internet group|team internet,50,Communication Services,502010,Media,50201010,Advertising
43896,TIGBUR,Tigbur - Temporary Professional Personnel Ltd,TASE,Industrials,Israel,IL,IL0011050221,tigbur - temporary professional personnel,20,Industrials,202020,Professional Services,20202010,Human Resource & Employment Services
43897,TIGE,Tigrent Inc,OTC,Consumer Staples,United States,US,US88674J1088,tigrent,25,Consumer Discretionary,253020,Diversified Consumer Services,25302010,Education Services
43898,TIGER,Thai Enger Holding Public Company Limited,SET,Industrials,Thailand,TH,TH8787010009,thai enger holding public,30,Consumer Staples,302020,Food Products,30202030,Packaged Foods & Meats
43899,TIGERLOGS,Tiger Logistics (India) Ltd,BSE_IN,,India,IN,INE906O01029,tiger logistics india,20,Industrials,203010,Air Freight & Logistics,20301010,Air Freight & Logistics
43900,TIGI,Tigi Ltd,TASE,Industrials,Israel,IL,IL0011738718,,20,Industrials,201040,Electrical Equipment,20104010,Electrical Components & Equipment
43901,TIGLOB,T & I Global Ltd,BSE_IN,Industrials,India,IN,INE811B01010,t & i global,20,Industrials,201060,Machinery,20106020,Industrial Machinery & Supplies & Components
43902,TIGO,Millicom International Cellular SA,NASDAQ,Communication Services,Luxembourg,LU,LU0038705702,millicom international cellular,50,Communication Services,501020,Wireless Telecommunication Services,50102010,Wireless Telecommunication Services
43903,TIGR,Up Fintech Holding Ltd,NASDAQ,Financials,Cayman Islands,KY,US91531W1062,up fintech holding|tiger brokers,40,Financials,402030,Capital Markets,40203020,Investment Banking & Brokerage
43904,TIGXF,Team Internet Group PLC,OTC,Communication Services,Australia,AU,AU000000TIG3,,50,Communication Services,502010,Media,50201010,Advertising
43905,TIH,Toromont Industries Ltd.,TSX,Industrials,Canada,CA,CA8911021050,toromont industries,20,Industrials,201070,Trading Companies & Distributors,20107010,Trading Companies & Distributors
43906,TIHIL,Trans India House Impex Ltd,BSE_IN,Industrials,India,IN,INE502D01011,trans india house impex,20,Industrials,201070,Trading Companies & Distributors,20107010,Trading Companies & Distributors
43907,TIIAY,Telecom Italia S.p.A,OTC,Communication Services,Italy,IT,US87927Y1029,,50,Communication Services,501010,Diversified Telecommunication Services,50101020,Integrated Telecommunication Services
43908,TIIL,Technocraft Industries (India) Limited,NSE_IN,Industrials,India,IN,INE545H01011,technocraft industries india,40,Financials,402030,Capital Markets,40203010,Asset Management & Custody Banks
43909,TIINDIA,Tube Investments of India Limited,NSE_IN,Industrials,India,IN,INE974X01010,tube investments of india,25,Consumer Discretionary,251010,Automobile Components,25101010,Automotive Parts & Equipment
43910,TIJARA,Tijara and Real Estate Investment,BK,Real Estate,Kuwait,KW,KW0EQ0401921,tijara and real estate investment,60,Real Estate,602010,Real Estate Management & Development,60201010,Diversified Real Estate Activities
43911,TIJARIA,Tijaria Polypipes Ltd,BSE_IN,Materials,India,IN,INE440L01017,tijaria polypipes,20,Industrials,201020,Building Products,20102010,Building Products
43912,TIKK,Tel-Instrument Electronics Corp,OTC,Industrials,United States,US,US8791652071,tel-instrument electronics,20,Industrials,201010,Aerospace & Defense,20101010,Aerospace & Defense
43913,TIL,Instil Bio Inc.,NASDAQ,Health Care,United States,US,US45783C2008,instil bio,35,Health Care,352010,Biotechnology,35201010,Biotechnology
43914,TILAK,Tilak Ventures Ltd,BSE_IN,Financials,India,IN,INE026L01022,tilak ventures,40,Financials,402010,Financial Services,40201040,Specialized Finance
43915,TILE,Interface Inc,NASDAQ,Consumer Discretionary,United States,US,US4586653044,interface,20,Industrials,202010,Commercial Services & Supplies,20201060,Office Services & Supplies
43916,TILE.N0000,LANKA TILES PLC,CSE_LK,Consumer Discretionary,Sri Lanka,LK,LK0114N00005,lanka tiles,20,Industrials,201020,Building Products,20102010,Building Products
43917,TIMA,ZEAL NETWORK SE NA O.N.,XETRA,Consumer Discretionary,Germany,DE,DE000ZEAL241,zeal network,25,Consumer Discretionary,253010,"Hotels, Restaurants & Leisure",25301010,Casinos & Gaming
43918,TIMB,TIM S.A.,NYSE,Communication Services,Brazil,BR,US88706T1088,tim participacoes,50,Communication Services,501020,Wireless Telecommunication Services,50102010,Wireless Telecommunication Services
43919,TIMESCAN,Timescan Logistics (India) Limited,NSE_IN,Industrials,India,IN,INE0IJY01014,timescan logistics india,20,Industrials,203030,Marine Transportation,20303010,Marine Transportation
43920,TIMESGREEN,Times Green Energy (India) Ltd,BSE_IN,Consumer Staples,India,IN,INE0B6101012,times green energy india,30,Consumer Staples,301010,Consumer Staples Distribution & Retail,30101020,Food Distributors
43921,TIMETECHNO,Time Technoplast Limited,NSE_IN,Materials,India,IN,INE508G01029,time technoplast,15,Materials,151030,Containers & Packaging,15103010,"Metal, Glass & Plastic Containers"
43922,TIMEX,Timex Group India Ltd-$,BSE_IN,Consumer Discretionary,India,IN,INE064A01026,timex group india,25,Consumer Discretionary,252030,"Textiles, Apparel & Luxury Goods",25203010,"Apparel, Accessories & Luxury Goods"
43923,TIMKEN,Timken India Limited,NSE_IN,Industrials,India,IN,INE325A01013,timken india,20,Industrials,201060,Machinery,20106020,Industrial Machinery & Supplies & Components
43924,TIMNF,Timminco Limited,OTC,Materials,Canada,CA,CA8874041012,timminco,15,Materials,151040,Metals & Mining,15104020,Diversified Metals & Mining
43925,TIMS3,TIM S.A.,B3,Communication Services,Brazil,BR,BRTIMSACNOR5,,50,Communication Services,501020,Wireless Telecommunication Services,50102010,Wireless Telecommunication Services
43926,TIN,Cornish Metals plc,LSE,Materials,United Kingdom,GB,GB00BSLNG492,cornish metals,15,Materials,151040,Metals & Mining,15104020,Diversified Metals & Mining
43927,TINDE,TINDE SPAREBANK,OSL,Financials,Norway,NO,NO0010759988,tinde sparebank,40,Financials,402030,Capital Markets,40203010,Asset Management & Custody Banks
43928,TINFF,Tincorp Metals Inc.,OTC,Materials,Canada,CA,CA88749D1024,tincorp metals,15,Materials,151040,Metals & Mining,15104020,Diversified Metals & Mining
43929,TINGS-A,Tingsvalvet Fastighets AB,STO,Real Estate,Sweden,SE,SE0018534471,,60,Real Estate,602010,Real Estate Management & Development,60201020,Real Estate Operating Companies
43930,TINGS-B,Tingsvalvet Fastighets AB (publ),STO,Real Estate,Sweden,SE,SE0018534497,,,,,,,
43931,TINLY,Teijin Limited Unsponsored ADR,OTC,Materials,United States,US,US8790632041,teijin unsponsored,15,Materials,151010,Chemicals,15101010,Commodity Chemicals
43932,TINNARUBR,Tinna Rubber and Infrastructure Limited,NSE_IN,Materials,India,IN,INE015C01016,tinna rubber and infrastructure,15,Materials,151010,Chemicals,15101010,Commodity Chemicals
43933,TINO,Tamino Minerals Inc,OTC,Materials,United States,US,US87509W1027,tamino minerals,15,Materials,151040,Metals & Mining,15104020,Diversified Metals & Mining
43934,TIO,TEMAS RESOURCES CORP.,ASX,Materials,Australia,AU,AU0000417313,temas resources,15,Materials,151040,Metals & Mining,15104010,Aluminum
43935,TIOG,Tingo Group Inc,OTC,Information Technology,United States,US,US55328R1095,tingo group,50,Communication Services,501020,Wireless Telecommunication Services,50102010,Wireless Telecommunication Services
43936,TIP-H,Tyner Resources Ltd,TSXV,Financials,Canada,CA,,tyner resources,10,Energy,101020,"Oil, Gas & Consumable Fuels",10102020,Oil & Gas Exploration & Production
43937,TIPCO,Tipco Foods Public Company Limited,SET,Consumer Staples,Thailand,TH,TH0154010Y06,tipco foods public,30,Consumer Staples,302020,Food Products,30202030,Packaged Foods & Meats
43938,TIPI,Tipiak Sa,Euronext,Consumer Staples,France,FR,FR0000066482,tipiak,30,Consumer Staples,302020,Food Products,30202030,Packaged Foods & Meats
43939,TIPSFILMS,Tips Films Limited,NSE_IN,Communication Services,India,IN,INE0LQS01015,tips films,50,Communication Services,502020,Entertainment,50202010,Movies & Entertainment
43940,TIPSMUSIC,Tips Music Limited,NSE_IN,Communication Services,India,IN,INE716B01029,tips music,50,Communication Services,502020,Entertainment,50202010,Movies & Entertainment
43941,TIPT,Tiptree Inc,NASDAQ,Financials,United States,US,US88822Q1031,tiptree,40,Financials,403010,Insurance,40301040,Property & Casualty Insurance
43942,TIRA,Tira Austenite Tbk,IDX,Industrials,Indonesia,ID,ID1000061005,tira austenite tbk|tira austenite,20,Industrials,201070,Trading Companies & Distributors,20107010,Trading Companies & Distributors
43943,TIRO,Transiro Holding,STO,Information Technology,Sweden,SE,SE0009242027,transiro holding|transiro,45,Information Technology,451030,Software,45103010,Application Software
43944,TIRSARJ,Tirupati Sarjan Ltd,BSE_IN,Real Estate,India,IN,INE297J01023,tirupati sarjan,60,Real Estate,602010,Real Estate Management & Development,60201030,Real Estate Development
43945,TIRT,Tirta Mahakam Resources Tbk,IDX,Materials,Indonesia,ID,ID1000053408,tirta mahakam resources tbk|tirta mahakam resources,15,Materials,151050,Paper & Forest Products,15105010,Forest Products
43946,TIRTPLS,Tirth Plastic Ltd,BSE_IN,Industrials,India,IN,INE008N01018,tirth plastic,15,Materials,151030,Containers & Packaging,15103020,Paper & Plastic Packaging Products & Materials
43947,TIRUFOAM,Tirupati Foam Ltd,BSE_IN,Consumer Discretionary,India,IN,INE115G01015,tirupati foam,25,Consumer Discretionary,252010,Household Durables,25201020,Home Furnishings
43948,TIRUMALCHM,Thirumalai Chemicals Limited,NSE_IN,Materials,India,IN,INE338A01024,thirumalai chemicals,15,Materials,151010,Chemicals,15101010,Commodity Chemicals
43949,TIRUPATI,Shree Tirupati Balajee FIBC Limited,NSE_IN,Materials,India,IN,INE238Y01018,shree tirupati balajee fibc,15,Materials,151030,Containers & Packaging,15103020,Paper & Plastic Packaging Products & Materials
43950,TIRUPATIFL,Tirupati Forge Limited,NSE_IN,Industrials,India,IN,INE319Y01024,tirupati forge,15,Materials,151040,Metals & Mining,15104050,Steel
43951,TIRUPATIIN,Tirupati Innovar Ltd,BSE_IN,Consumer Discretionary,India,IN,INE812Q01016,tirupati innovar,25,Consumer Discretionary,251010,Automobile Components,25101020,Tires & Rubber
43952,TIRUSTA,Tirupati Starch & Chemicals Ltd,BSE_IN,Consumer Staples,India,IN,INE314D01011,tirupati starch & chemicals,15,Materials,151010,Chemicals,15101010,Commodity Chemicals
43953,TIRX,Tian Ruixiang Holdings Ltd,NASDAQ,Financials,Cayman Islands,KY,KYG8884K1444,tian ruixiang holdings|tian ruixiang,40,Financials,403010,Insurance,40301010,Insurance Brokers
43954,TIS,TISCON AG i.A.,XETRA,Information Technology,Germany,DE,DE000A409732,,40,Financials,401010,Banks,40101010,Diversified Banks
43955,TISCO,TISCO Financial Group Public Company Limited,SET,Financials,Thailand,TH,TH0999010Z03,tisco financial group public,40,Financials,401010,Banks,40101010,Diversified Banks
43956,TISCY,Taisei Corporation Unsponsored ADR,OTC,Industrials,United States,US,US8740182030,taisei unsponsored,20,Industrials,201030,Construction & Engineering,20103010,Construction & Engineering
43957,TISDZ,Treasure Island Royalty Trust,OTC,Energy,United States,US,US8946262099,treasure island royalty trust,10,Energy,101020,"Oil, Gas & Consumable Fuels",10102020,Oil & Gas Exploration & Production
43958,TISG,The Italian Sea Group S.p.A.,Borsa Italiana,Consumer Discretionary,Italy,IT,IT0005439085,italian sea,25,Consumer Discretionary,252020,Leisure Products,25202010,Leisure Products
43959,TISI,Team Inc,NYSE,Industrials,United States,US,US8781553081,,20,Industrials,202010,Commercial Services & Supplies,20201050,Environmental & Facilities Services
43960,TITA-B,Titania Holding AB Series B,STO,Consumer Discretionary,Sweden,SE,SE0017132129,titania holding,60,Real Estate,602010,Real Estate Management & Development,60201030,Real Estate Development
43961,TITAANIUM,Titaanium Ten Enterprise Ltd,BSE_IN,Consumer Discretionary,India,IN,INE120V01014,titaanium ten enterprise,25,Consumer Discretionary,252030,"Textiles, Apparel & Luxury Goods",25203030,Textiles
